dgns_cd,longdesc,shortdesc,version,fyear,,
Physician,"Activities involving walking, marching and hiking","Walking,marching,hiking",32,2015,,
Physician,Activities involving running,Running,32,2015,,
Physician,Activities involving swimming,Swimming,32,2015,,
Physician,Activities involving springboard and platform diving,Springboard/platfrm dive,32,2015,,
Physician,Activities involving water polo,Water polo,32,2015,,
Physician,Activities involving water aerobics and water exercise,Water aerobics/exercise,32,2015,,
Physician,Activities involving underwater diving and snorkeling,Underwater dive/snorkel,32,2015,,
Physician,"Activities involving rowing, canoeing, kayaking, rafting and tubing","Row,canoe,kayk,raft,tube",32,2015,,
Physician,Activities involving water skiing and wake boarding,Water ski/wake boarding,32,2015,,
Physician,"Activities involving surfing, windsurfing and boogie boarding","Surf,windsrf,boogie brd",32,2015,,
Physician,Activities involving water sliding,Water sliding,32,2015,,
Physician,Other activity involving water and watercraft,Water/watercraft,32,2015,,
Physician,Activities involving ice skating,Ice Skating,32,2015,,
Physician,Activities involving ice hockey,Ice hockey,32,2015,,
Physician,"Activities involving snow (alpine) (downhill) skiing, snow boarding, sledding, tobogganing and snow tubing","Ski,snow brd,sled,tobagn",32,2015,,
Physician,Activities involving cross country skiing,Cross country skiing,32,2015,,
Physician,Other activity involving ice and snow,Ice and snow,32,2015,,
Physician,"Activities involving mountain climbing, rock climbing and wall climbing","Mountain,rock/wall climb",32,2015,,
Physician,Activities involving rappelling,Rappelling,32,2015,,
Physician,Activities involving BASE jumping,BASE jumping,32,2015,,
Physician,Activities involving bungee jumping,Bungee jumping,32,2015,,
Physician,Activities involving hang gliding,Hang gliding,32,2015,,
Physician,"Other activity involving climbing, rappelling and jumping off","Climb,rappell,jump off",32,2015,,
Physician,Activities involving dancing,Dancing,32,2015,,
Physician,Activities involving yoga,Yoga,32,2015,,
Physician,Activities involving gymnastics,Gymnastics,32,2015,,
Physician,Activities involving trampoline,Trampoline,32,2015,,
Physician,Activities involving cheerleading,Cheerleading,32,2015,,
Physician,Other activity involving dancing and other rhythmic movements,"Dancing,rhythm movements",32,2015,,
Physician,Activities involving roller skating (inline) and skateboarding,"Roller skate,skateboard",32,2015,,
Physician,Activities involving horseback riding,Horseback riding,32,2015,,
Physician,Activities involving golf,Golf,32,2015,,
Physician,Activities involving bowling,Bowling,32,2015,,
Physician,Activities involving bike riding,Bike riding,32,2015,,
Physician,Activities involving jumping rope,Jumping rope,32,2015,,
Physician,Activities involving non-running track and field events,Non-running track/field,32,2015,,
Physician,Other activity involving other sports and athletics played individually,"Individ sports,athletics",32,2015,,
Physician,Activities involving american tackle football,Tackle football,32,2015,,
Physician,Activities involving american flag or touch football,Amer flag/touch football,32,2015,,
Physician,Activities involving rugby,Rugby,32,2015,,
Physician,Activities involving baseball,Baseball,32,2015,,
Physician,Activities involving lacrosse and field hockey,"Lacrosse,field hockey",32,2015,,
Physician,Activities involving soccer,Soccer,32,2015,,
Physician,Activities involving basketball,Basketball,32,2015,,
Physician,Activities involving volleyball (beach) (court),"Volleyball (beach,court)",32,2015,,
Physician,"Activities involving physical games generally associated with school recess, summer camp and children","School recess,camp",32,2015,,
Physician,Other activity involving other sports and athletes played as a team or group,"Team sports,athletes",32,2015,,
Physician,Activities involving boxing,Boxing,32,2015,,
Physician,Activities involving wrestling,Wrestling,32,2015,,
Physician,Activities involving racquet and hand sports,Racquet/hand sports,32,2015,,
Physician,Activities involving frisbee,Frisbee,32,2015,,
Physician,Activities involving martial arts,Martial arts,32,2015,,
Physician,Other specified sports and athletics activity,"Sports,athletics NEC",32,2015,,
Physician,Activity involving exercise machines primarily for cardiorespiratory conditioning,Exercise mach(cardiorsp),32,2015,,
Physician,Activity involving calisthenics,Calisthenics,32,2015,,
Physician,Activity involving aerobic and step exercise,"Aerobic,step exercise",32,2015,,
Physician,Activity involving circuit training,Circuit training,32,2015,,
Physician,Activity involving obstacle course,Obstacle course,32,2015,,
Physician,Activity involving grass drills,Grass drills,32,2015,,
Physician,Other activity involving cardiorespiratory exercise,Cardioresp exercise NEC,32,2015,,
Physician,Activity involving exercise machines primarily for muscle strengthening,Muscle strength mach,32,2015,,
Physician,"Activity involving push-ups, pull-ups, sit-ups","Push-ups,pull-ups,sit-up",32,2015,,
Physician,Activity involving free weights,Free weights,32,2015,,
Physician,Activity involving pilates,Pilates,32,2015,,
Physician,Other activity involving other muscle strengthening exercises,Muscle strength exer NEC,32,2015,,
Physician,Activities involving computer keyboarding,Computer keyboarding,32,2015,,
Physician,Activities involving hand held interactive electronic device,Handheld interac elec dv,32,2015,,
Physician,Other activity involving computer technology and electronic devices,Computer tech NEC,32,2015,,
Physician,Activities involving knitting and crocheting,Knitting & crocheting,32,2015,,
Physician,Activities involving sewing,Sewing,32,2015,,
Physician,Activities involving furniture building and finishing,Furniture build/finish,32,2015,,
Physician,Activity involving other arts and handcrafts,Arts & handcrafts NEC,32,2015,,
Physician,Activities involving personal bathing and showering,Personal bathing/shower,32,2015,,
Physician,Activities involving laundry,Laundry,32,2015,,
Physician,Activities involving vacuuming,Vacuuming,32,2015,,
Physician,Activities involving ironing,Ironing,32,2015,,
Physician,Activities involving floor mopping and cleaning,Floor mopping/cleaning,32,2015,,
Physician,Activities involving residential relocation,Residential relocation,32,2015,,
Physician,Other personal hygiene activity,Personal hygiene NEC,32,2015,,
Physician,Other household maintenance,Househld maintenance NEC,32,2015,,
Physician,Caregiving involving bathing,Caregiving-bathing,32,2015,,
Physician,Caregiving involving lifting,Caregiving-lifting,32,2015,,
Physician,Other activity involving person providing caregiving,Caregiving NEC,32,2015,,
Physician,Activities involving food preparation and clean up,Food prep & cleanup,32,2015,,
Physician,Activities involving grilling and smoking food,Grilling & smoking food,32,2015,,
Physician,Activities involving cooking and baking,Cooking & baking,32,2015,,
Physician,Other activity involving cooking and grilling,Cooking & grilling NEC,32,2015,,
Physician,"Activities involving digging, shoveling and raking","Digging,shovel,rake",32,2015,,
Physician,Activities involving gardening and landscaping,Gardening/landscaping,32,2015,,
Physician,Activities involving building and construction,Building & construction,32,2015,,
Physician,"Other activity involving property and land maintenance, building and construction",Land maintain/cnstrt NEC,32,2015,,
Physician,Roller coaster riding,Roller coaster riding,32,2015,,
Physician,Other activity involving external motion,External motion NEC,32,2015,,
Physician,Activities involving piano playing,Piano playing,32,2015,,
Physician,Activities involving drum and other percussion instrument playing,Drum/percussion playing,32,2015,,
Physician,Activities involving string instrument playing,String instrument play,32,2015,,
Physician,Activities involving winds and brass instrument playing,Winds/brass instru play,32,2015,,
Physician,Activities involving walking an animal,Walking an animal,32,2015,,
Physician,Activities involving milking an animal,Milking an animal,32,2015,,
Physician,Activities involving grooming and shearing an animal,Groom/shearing animal,32,2015,,
Physician,Other activity involving animal care,Animal care NEC,32,2015,,
Physician,Refereeing a sports activity,Refereeing sports,32,2015,,
Physician,Spectator at an event,Spectator at event,32,2015,,
Physician,Rough housing and horseplay,Rough housing/horseplay,32,2015,,
Physician,Other activity,Activity NEC,32,2015,,
Physician,Unspecified activity,Activity NOS,32,2015,,
Family Physician,Railway accident involving collision with rolling stock and injuring railway employee,RR collision NOS-employ,32,2015,,
Family Physician,Railway accident involving collision with rolling stock and injuring passenger on railway,RR coll NOS-passenger,32,2015,,
Family Physician,Railway accident involving collision with rolling stock and injuring pedestrian,RR coll NOS-pedestrian,32,2015,,
Family Physician,Railway accident involving collision with rolling stock and injuring pedal cyclist,RR coll NOS-ped cyclist,32,2015,,
Family Physician,Railway accident involving collision with rolling stock and injuring other specified person,RR coll NOS-person NEC,32,2015,,
Family Physician,Railway accident involving collision with rolling stock and injuring unspecified person,RR coll NOS-person NOS,32,2015,,
Family Physician,Railway accident involving collision with other object and injuring railway employee,RR coll w oth obj-employ,32,2015,,
Family Physician,Railway accident involving collision with other object and injuring passenger on railway,RR coll w oth obj-pasngr,32,2015,,
Family Physician,Railway accident involving collision with other object and injuring pedestrian,RR coll w oth obj-pedest,32,2015,,
Family Physician,Railway accident involving collision with other object and injuring pedal cyclist,RR coll w oth obj-cycl,32,2015,,
Family Physician,Railway accident involving collision with other object and injuring other specified person,RR col w oth obj-per NEC,32,2015,,
Family Physician,Railway accident involving collision with other object and injuring unspecified person,RR col w oth obj-per NOS,32,2015,,
Family Physician,Railway accident involving derailment without antecedent collision injuring railway employee,RR acc w derail-employee,32,2015,,
Family Physician,Railway accident involving derailment without antecedent collision injuring passenger on railway,RR acc w derail-passeng,32,2015,,
Family Physician,Railway accident involving derailment without antecedent collision injuring pedestrian,RR acc w derail-pedest,32,2015,,
Family Physician,Railway accident involving derailment without antecedent collision injuring pedal cyclist,RR acc w derail-ped cycl,32,2015,,
Family Physician,Railway accident involving derailment without antecedent collision injuring other specified person,RR acc w derail-pers NEC,32,2015,,
Family Physician,Railway accident involving derailment without antecedent collision injuring unspecified person,RR acc w derail-pers NOS,32,2015,,
Family Physician,"Railway accident involving explosion, fire, or burning injuring railway employee",RR acc w explosion-empl,32,2015,,
Family Physician,"Railway accident involving explosion, fire, or burning injuring passenger on railway",RR acc w explos-pasngr,32,2015,,
Family Physician,"Railway accident involving explosion, fire, or burning injuring pedestrian",RR acc w explos-pedest,32,2015,,
Family Physician,"Railway accident involving explosion, fire, or burning injuring pedal cyclist",RR acc w explos-ped cycl,32,2015,,
Family Physician,"Railway accident involving explosion, fire, or burning injuring other specified person",RR acc w explos-pers NEC,32,2015,,
Family Physician,"Railway accident involving explosion, fire, or burning injuring unspecified person",RR acc w explos-pers NOS,32,2015,,
Family Physician,"Fall in, on, or from railway train injuring railway employee",Fall on/from train-empl,32,2015,,
Family Physician,"Fall in, on, or from railway train injuring passenger on railway",Fall from train-passengr,32,2015,,
Family Physician,"Fall in, on, or from railway train injuring pedestrian",Fall from train-pedest,32,2015,,
Family Physician,"Fall in, on, or from railway train injuring pedal cyclist",Fall from train-ped cycl,32,2015,,
Family Physician,"Fall in, on, or from railway train injuring other specified person",Fall from train-pers NEC,32,2015,,
Family Physician,"Fall in, on, or from railway train injuring unspecified person",Fall from train-pers NOS,32,2015,,
Family Physician,Railway employee hit by rolling stock,Hit by train-employee,32,2015,,
Family Physician,Passenger on railway hit by rolling stock,Hit by train-passenger,32,2015,,
Family Physician,Pedestrian hit by rolling stock,Hit by train-pedestrian,32,2015,,
Family Physician,Pedal cyclist hit by rolling stock,Hit by train-ped cyclist,32,2015,,
Family Physician,Other specified person hit by rolling stock,Hit by train-person NEC,32,2015,,
Family Physician,Unspecified person hit by rolling stock,Hit by train-person NOS,32,2015,,
Family Physician,Other specified railway accident injuring railway employee,RR acc NEC-employee,32,2015,,
Family Physician,Other specified railway accident injuring passenger on railway,RR acc NEC-passenger,32,2015,,
Family Physician,Other specified railway accident injuring pedestrian,RR acc NEC-pedestrian,32,2015,,
Family Physician,Other specified railway accident injuring pedal cyclist,RR acc NEC-ped cyclist,32,2015,,
Family Physician,Other specified railway accident injuring other specified person,RR acc NEC-person NEC,32,2015,,
Family Physician,Other specified railway accident injuring unspecified person,RR acc NEC-person NOS,32,2015,,
Family Physician,Railway accident of unspecified nature injuring railway employee,RR accident NOS-employee,32,2015,,
Family Physician,Railway accident of unspecified nature injuring passenger on railway,RR acc NOS-passenger,32,2015,,
Family Physician,Railway accident of unspecified nature injuring pedestrian,RR acc NOS-pedestrian,32,2015,,
Family Physician,Railway accident of unspecified nature injuring pedal cyclist,RR acc NOS-ped cyclist,32,2015,,
Family Physician,Railway accident of unspecified nature injuring other specified person,RR acc NOS-person NEC,32,2015,,
Family Physician,Railway accident of unspecified nature injuring unspecified person,RR acc NOS-person NOS,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with train injuring driver of motor vehicle other than motorcycle,Mv-train coll-driver,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with train injuring passenger in motor vehicle other than motorcycle,Mv-train coll-pasngr,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with train injuring motorcyclist,Mv-train coll-motorcycl,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with train injuring passenger on motorcycle,Mv-train coll-mcycl psgr,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with train injuring occupant of streetcar,Mv-train coll-st car,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with train injuring rider of animal,occupant of animal-drawn vehicle,Mv-train coll-anim rid,32,2015,
Family Physician,Motor vehicle traffic accident involving collision with train injuring pedal cyclist,Mv-train coll-ped cycl,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with train injuring pedestrian,Mv-train coll-pedest,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with train injuring other specified person,Mv-train coll-pers NEC,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with train injuring unspecified person,Mv-train coll-pers NOS,32,2015,,
Family Physician,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring driver of motor vehicle other than motorcycle,Reentrant mv coll-driver,32,2015,,
Family Physician,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring passenger in motor vehicle other than motorcycle,Reentrant mv coll-pasngr,32,2015,,
Family Physician,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring motorcyclist,Reentrant coll-motcycl,32,2015,,
Family Physician,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring passenger on motorcycle,Reentrant coll-mcyc psgr,32,2015,,
Family Physician,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring occupant of streetcar,Reentrant coll-st car,32,2015,,
Family Physician,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring rider of animal,occupant of animal-drawn vehicle,Reentrant coll-anim rid,32,2015,
Family Physician,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring pedal cyclist,Reentrant coll-ped cycl,32,2015,,
Family Physician,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring pedestrian,Reentrant coll-pedest,32,2015,,
Family Physician,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring other specified person,Reentrant coll-pers NEC,32,2015,,
Family Physician,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring unspecified person,Reentrant coll-pers NOS,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle,Mv collision NOS-driver,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger in motor vehicle other than motorcycle,Mv collision NOS-pasngr,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision with motor vehicle injuring motorcyclist,Mv collis NOS-motorcycl,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger on motorcycle,Mv coll NOS-mcycl psngr,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision with motor vehicle injuring occupant of streetcar,Mv collision NOS-st car,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision with motor vehicle injuring rider of animal,occupant of animal-drawn vehicle,Mv coll NOS-anim rid,32,2015,
Family Physician,Other motor vehicle traffic accident involving collision with motor vehicle injuring pedal cyclist,Mv coll NOS-ped cycl,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision with motor vehicle injuring pedestrian,Mv collision NOS-pedest,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision with motor vehicle injuring other specified person,Mv collis NOS-pers NEC,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person,Mv collis NOS-pers NOS,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with other vehicle injuring driver of motor vehicle other than motorcycle,Mv-oth veh coll-driver,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with other vehicle injuring passenger in motor vehicle other than motorcycle,Mv-oth veh coll-pasngr,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with other vehicle injuring motorcyclist,Mv-oth veh coll-motcycl,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with other vehicle injuring passenger on motorcycle,Mv-oth veh coll-mcyc psg,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with other vehicle injuring occupant of streetcar,Mv-oth veh coll-st car,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with other vehicle injuring rider of animal,occupant of animal-drawn vehicle,Mv-oth veh coll-anim rid,32,2015,
Family Physician,Motor vehicle traffic accident involving collision with other vehicle injuring pedal cyclist,Mv-oth veh coll-ped cycl,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with other vehicle injuring pedestrian,Mv-oth veh coll-pedest,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with other vehicle injuring other specified person,Mv-oth veh coll-pers NEC,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with other vehicle injuring unspecified person,Mv-oth veh coll-pers NOS,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with pedestrian injuring driver of motor vehicle other than motorcycle,Mv coll w pedest-driver,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with pedestrian injuring passenger in motor vehicle other than motorcycle,Mv coll w pedest-pasngr,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with pedestrian injuring motorcyclist,Mv coll w pedest-motcycl,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with pedestrian injuring passenger on motorcycle,Mv coll w ped-mcycl psgr,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with pedestrian injuring occupant of streetcar,Mv coll w pedest-st car,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with pedestrian injuring rider of animal,occupant of animal drawn vehicle,Mv coll w ped-anim rid,32,2015,
Family Physician,Motor vehicle traffic accident involving collision with pedestrian injuring pedal cyclist,Mv coll w ped-ped cycl,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian,Mv coll w pedest-pedest,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with pedestrian injuring other specified person,Mv coll w pedes-pers NEC,32,2015,,
Family Physician,Motor vehicle traffic accident involving collision with pedestrian injuring unspecified person,Mv coll w pedes-pers NOS,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle,Mv coll w oth obj-driver,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision on the highway injuring passenger in motor vehicle other than motorcycle,Mv coll w oth obj-pasngr,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision on the highway injuring motorcyclist,Mv coll w oth obj-mocycl,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision on the highway injuring passenger on motorcycle,Mv coll w obj-mcycl psgr,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision on the highway injuring occupant of streetcar,Mv coll w obj-st car,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision on the highway injuring rider of animal,occupant of animal-drawn vehicle,Mv coll w obj-anim rider,32,2015,
Family Physician,Other motor vehicle traffic accident involving collision on the highway injuring pedal cyclist,Mv coll w obj-ped cycl,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision on the highway injuring pedestrian,Mv coll w obj-pedest,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision on the highway injuring other specified person,Mv coll w obj-pers NEC,32,2015,,
Family Physician,Other motor vehicle traffic accident involving collision on the highway injuring unspecified person,Mv coll w obj-pers NOS,32,2015,,
Family Physician,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring driver of motor vehicle other than motorcycle",Loss control mv acc-driv,32,2015,,
Family Physician,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger in motor vehicle other than motorcycle",Loss control mv acc-psgr,32,2015,,
Family Physician,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring motorcyclist",Loss control mv-mocycl,32,2015,,
Family Physician,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger on motorcycle",Loss control mv-mcyc psg,32,2015,,
Family Physician,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring occupant of streetcar",Loss cont mv acc-st car,32,2015,,
Family Physician,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring rider of animal; occupant of animal-drawn vehicle",Loss cont mv-anim rider,32,2015,,
Family Physician,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring pedal cyclist",Loss control mv-ped cycl,32,2015,,
Family Physician,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring pedestrian",Loss control mv-pedest,32,2015,,
Family Physician,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring other specified person",Loss control mv-pers NEC,32,2015,,
Family Physician,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring unspecified person",Loss control mv-pers NOS,32,2015,,
Family Physician,Noncollision motor vehicle traffic accident while boarding or alighting injuring driver of motor vehicle other than motorcycle,Mv acc board/alight-driv,32,2015,,
Family Physician,Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger in motor vehicle other than motorcycle,Mv acc board/alight-psgr,32,2015,,
Family Physician,Noncollision motor vehicle traffic accident while boarding or alighting injuring motorcyclist,Mv board/alight-motcycl,32,2015,,
Family Physician,Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger on motorcycle,Mv brd/alight-mcycl psgr,32,2015,,
Family Physician,Noncollision motor vehicle traffic accident while boarding or alighting injuring occupant of streetcar,Mv acc brd/alight-st car,32,2015,,
Family Physician,Noncollision motor vehicle traffic accident while boarding or alighting injuring rider of animal,occupant of animal-drawn vehicle,Mv brd/alight-anim rider,32,2015,
Family Physician,Noncollision motor vehicle traffic accident while boarding or alighting injuring pedal cyclist,Mv brd/alight-ped cycl,32,2015,,
Family Physician,Noncollision motor vehicle traffic accident while boarding or alighting injuring pedestrian,Mv brd/alight-pedestrian,32,2015,,
Family Physician,Noncollision motor vehicle traffic accident while boarding or alighting injuring other specified person,Mv board/alight-pers NEC,32,2015,,
Family Physician,Noncollision motor vehicle traffic accident while boarding or alighting injuring unspecified person,Mv board/alight-pers NOS,32,2015,,
Family Physician,Other noncollision motor vehicle traffic accident injuring driver of motor vehicle other than motorcycle,Mv traff acc NEC-driver,32,2015,,
Family Physician,Other noncollision motor vehicle traffic accident injuring passenger in motor vehicle other than motorcycle,Mv traff acc NEC-pasngr,32,2015,,
Family Physician,Other noncollision motor vehicle traffic accident injuring motorcyclist,Mv traff acc NEC-mocycl,32,2015,,
Family Physician,Other noncollision motor vehicle traffic accident injuring passenger on motorcycle,Mv traff acc-mcycl psgr,32,2015,,
Family Physician,Other noncollision motor vehicle traffic accident injuring occupant of streetcar,Mv traff acc NEC-st car,32,2015,,
Family Physician,Other noncollision motor vehicle traffic accident injuring rider of animal,occupant of animal-drawn vehicle,Mv traff acc-anim rider,32,2015,
Family Physician,Other noncollision motor vehicle traffic accident injuring pedal cyclist,Mv traff acc-ped cyc,32,2015,,
Family Physician,Other noncollision motor vehicle traffic accident injuring pedestrian,Mv traff acc NEC-pedest,32,2015,,
Family Physician,Other noncollision motor vehicle traffic accident injuring other specified person,Mv traff acc-pers NEC,32,2015,,
Family Physician,Other noncollision motor vehicle traffic accident injuring unspecified person,Mv traff acc-pers NOS,32,2015,,
Family Physician,Motor vehicle traffic accident of unspecified nature injuring driver of motor vehicle other than motorcycle,Traffic acc NOS-driver,32,2015,,
Family Physician,Motor vehicle traffic accident of unspecified nature injuring passenger in motor vehicle other than motorcycle,Traffic acc NOS-pasngr,32,2015,,
Family Physician,Motor vehicle traffic accident of unspecified nature injuring motorcyclist,Traffic acc NOS-motcycl,32,2015,,
Family Physician,Motor vehicle traffic accident of unspecified nature injuring passenger on motorcycle,Traff acc NOS-mcycl psgr,32,2015,,
Family Physician,Motor vehicle traffic accident of unspecified nature injuring occupant of streetcar,Traffic acc NOS-st car,32,2015,,
Family Physician,Motor vehicle traffic accident of unspecified nature injuring rider of animal,occupant of animal-drawn vehicle,Traff acc NOS-anim rider,32,2015,
Family Physician,Motor vehicle traffic accident of unspecified nature injuring pedal cyclist,Traffic acc NOS-ped cycl,32,2015,,
Family Physician,Motor vehicle traffic accident of unspecified nature injuring pedestrian,Traffic acc NOS-pedest,32,2015,,
Family Physician,Motor vehicle traffic accident of unspecified nature injuring other specified person,Traffic acc NOS-pers NEC,32,2015,,
Family Physician,Motor vehicle traffic accident of unspecified nature injuring unspecified person,Traffic acc NOS-pers NOS,32,2015,,
Family Physician,Nontraffic accident involving motor-driven snow vehicle injuring driver of motor vehicle other than motorcycle,Snow veh acc-driver,32,2015,,
Family Physician,Nontraffic accident involving motor-driven snow vehicle injuring passenger in motor vehicle other than motorcycle,Snow veh acc-pasngr,32,2015,,
Family Physician,Nontraffic accident involving motor-driven snow vehicle injuring motorcyclist,Snow veh acc-motorcycl,32,2015,,
Family Physician,Nontraffic accident involving motor-driven snow vehicle injuring passenger on motorcycle,Snow veh acc-mcycl psgr,32,2015,,
Family Physician,Nontraffic accident involving motor-driven snow vehicle injuring occupant of streetcar,Snow veh acc-st car,32,2015,,
Family Physician,Nontraffic accident involving motor-driven snow vehicle injuring rider of animal,occupant of animal-drawn vehicle,Snow veh acc-anim rider,32,2015,
Family Physician,Nontraffic accident involving motor-driven snow vehicle injuring pedal cyclist,Snow veh acc-ped cycl,32,2015,,
Family Physician,Nontraffic accident involving motor-driven snow vehicle injuring pedestrian,Snow veh acc-pedest,32,2015,,
Family Physician,Nontraffic accident involving motor-driven snow vehicle injuring other specified person,Snow veh acc-pers NEC,32,2015,,
Family Physician,Nontraffic accident involving motor-driven snow vehicle injuring unspecified person,Snow veh acc-pers NOS,32,2015,,
Family Physician,Nontraffic accident involving other off-road motor vehicle injuring driver of motor vehicle other than motorcycle,Oth off-road mv acc-driv,32,2015,,
Family Physician,Nontraffic accident involving other off-road motor vehicle injuring passenger in motor vehicle other than motorcycle,Oth off-road mv acc-psgr,32,2015,,
Family Physician,Nontraffic accident involving other off-road motor vehicle injuring motorcyclist,Oth off-road mv-mocycl,32,2015,,
Family Physician,Nontraffic accident involving other off-road motor vehicle injuring passenger on motorcycle,Oth off-road mv-mcyc psg,32,2015,,
Family Physician,Nontraffic accident involving other off-road motor vehicle injuring occupant of streetcar,Oth off-road mv-st car,32,2015,,
Family Physician,Nontraffic accident involving other off-road motor vehicle injuring rider of animal,occupant of animal-drawn vehicle,Oth off-road mv-anim rid,32,2015,
Family Physician,Nontraffic accident involving other off-road motor vehicle injuring pedal cyclist,Oth off-road mv-ped cycl,32,2015,,
Family Physician,Nontraffic accident involving other off-road motor vehicle injuring pedestrian,Oth off-road mv-pedest,32,2015,,
Family Physician,Nontraffic accident involving other off-road motor vehicle injuring other specified person,Oth off-road mv-pers NEC,32,2015,,
Family Physician,Nontraffic accident involving other off-road motor vehicle injuring unspecified person,Oth off-road mv-pers NOS,32,2015,,
Family Physician,Other motor vehicle nontraffic accident involving collision with moving object injuring driver of motor vehicle other than motorcycle,Oth coll w mov obj-driv,32,2015,,
Family Physician,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger in motor vehicle other than motorcycle,Oth coll w mov obj-psgr,32,2015,,
Family Physician,Other motor vehicle nontraffic accident involving collision with moving object injuring motorcyclist,Oth coll mov obj-mocycl,32,2015,,
Family Physician,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger on motorcycle,Oth coll mov obj-cyc psg,32,2015,,
Family Physician,Other motor vehicle nontraffic accident involving collision with moving object injuring occupant of streetcar,Oth coll mov obj-st car,32,2015,,
Family Physician,Other motor vehicle nontraffic accident involving collision with moving object injuring rider of animal,occupant of animal-drawn vehicle,Oth coll mov obj-rider,32,2015,
Family Physician,Other motor vehicle nontraffic accident involving collision with moving object injuring pedal cyclist,Oth coll mov obj-ped cyc,32,2015,,
Family Physician,Other motor vehicle nontraffic accident involving collision with moving object injuring pedestrian,Oth coll mov obj-pedest,32,2015,,
Family Physician,Other motor vehicle nontraffic accident involving collision with moving object injuring other specified person,Oth coll mov obj-per NEC,32,2015,,
